chemical    a    b    c    t_min (celsius)    t_max (celsius)
phenol    7.54098    1801.28    204.687    40.91    421.1
phenetole    7.30227    1706.4    215.935    -29.52    374
phenanthrene    7.5004    2565.81    215.12    99.23    596.1
pentylcyclopentane    7.05449    1613.88    206.072    60    374.34
pentylcyclohexane    6.94667    1619.11    194.51    78    235
pentylcyclohexane    7.04049    1683.04    200.89    78    400.86
pentylbenzene    6.97833    1639.91    194.76    80    237
pentylbenzene    7.33675    1937.75    229.409    -75    406.75
pentylamine    7.34146    1488.24    229.138    -55    281.85
pentyl-sulfide    6.06898    1421.32    205.81    143    285
pentyl-propyl-sulfide    6.42693    1421.32    205.81    115    231
pentyl-disulfide    6.9581    1756    166.8    128    298
pentyl-alcohol    7.1776    1314.56    168.16    37    138
pentyl propanoate    6.89741    1374.75    173.517    80.1132    344.65
pentyl Mercaptan    7.15741    1514.57    227.513    -75.7    324.85
pentyl formate    7.46279    1612.1    218.384    -73.5    302.85
pentyl butanoate    6.80187    1391.68    169.926    91.4357    363.55
pentyl acetate    7.33379    1636    218.395    -70.8    324.85
pentatriacontylcyclopentane    5.17665    1445.83    103.763    287.052    576
pentatriacontylcyclohexane    6.62397    2050    13.6667    256.179    584
pentatriacontylbenzene    6.66543    2050    13.6667    256.522    578
pentatriacontylamine    8.73939    4681.88    273.15    407.573    576
pentatriacontane    7.15799    2348.6    59.1    256.016    540.758
pentanoic acid    7.61722    1828.33    200.516    -34    377.85
pentane    6.87632    1075.78    233.205    -50    58
pentane    7.00877    1134.15    238.678    -129.73    196.5
pentanal    7.27832    1453.59    227.549    -91.15    280.85
pentamethylbenzene    7.1376    1833.8    198.96    125    270
pentamethylbenzene    7.09984    1800.5    194.958    138.415    441.689
pentafluoroethane    6.99473    811.133    245.168    -103    68.85
pentaethylbenzene    8.29495    2972.77    272.052    86    277
pentaethylbenzene    7.56363    2346.39    224.053    86    450.49
pentaerythritol tetranitrate    8.50487    2380.81    153.477    140.5    402.85
pentaerythritol    10.673    4244.33    186.84    261    506.85
pentadecylcyclopentane    6.89767    1871.14    113.972    203    506.85
pentadecylcyclohexane    7.02845    2045.58    126.182    213    530.31
pentadecylbenzene    7.77891    2645.34    174.066    216    526.85
pentadecylamine    7.41658    2173.34    166.157    175.127    473.35
pentadecyl-propyl-sulfide    5.3364    1421.32    205.81    220    452
pentadecyl propanoate    7.99756    3000    190    346.31    446.31
pentadecyl formate    8.79736    3239.51    197.685    248.248    474.15
pentadecyl butanoate    5.11336    950    6.33333    334.632    469.19
pentadecyl acetate    7.76275    2450    190    261.85    361.85
pentadecanoic acid    7.64964    2187.3    119.766    52.53    492.85
pentadecanenitrile    7.32676    2085.98    147.187    209.413    483.227
pentadecane    7.02359    1789.95    161.38    136    304
pentadecane    7.29987    1985.73    178.677    9.95    433.65
pentadecanal    7.65123    2325.09    190.397    159.175    455.332
pentacosylcyclopentane    6.52704    2063.1    109.816    298.724    506
pentacosylcyclohexane    6.2602    1660.59    25.3884    203.337    516
pentacosylbenzene    6.38649    1722.73    29.4097    203.817    512
pentacosylamine    6.37987    1636.53    28.7065    335.999    598.818
pentacosane    7.10352    2138.8    104.6    184.239    451.866
pentachlorofluoroethane    6.68077    1162.78    168.097    100    356.95
pentachloroethane    6.74    1378    197    25    162
pentachloroethane    6.92727    1495.9    209.802    -29    391.85
pentachlorobenzene    7.1273    1826.04    154.012    152.825    518.023
paraldehyde    7.26159    1471.15    211.721    12.6    305.85
p,a-dimethytstyrene    7.01987    1612.82    203.66    87.3191    402.09
p-xylene    6.99052    1453.43    215.307    27    166
p-xylene    6.99053    1453.43    215.31    27    166
p-xylene    7.15471    1553.95    225.23    13.26    343.11
p-toluidine    7.52469    1948.19    219.268    43.75    420
p-toluic acid    7.57616    2079.93    167.977    179.6    499.85
p-tolualdehyde    7.3225    1813.93    204.386    16.7    424.85
p-tert-octylphenol    7.38595    2115.6    179.147    85.4    491.85
p-tert-butylcatechol    7.78202    2265.73    177.43    51.85    502.85
p-tert-amylphenol    7.38313    2007.72    183.931    92.85    477.85
p-terphenyl    7.34905    2408.68    163.067    211.85    652.8
p-phenylenediamine    7.5568    2078.94    177.749    139.85    522.85
p-phenetidine    7.51883    2094.46    196.735    3.85    480.85
p-nitrotoluene    8.10268    2714.94    281.417    51.6    462.85
p-nitroaniline    8.29954    3020.35    221.391    147.5    577.85
p-methylthiophenol    7.25212    1811.83    219.582    70.2123    442.883
p-methylstyrene    7.0112    1535.1    200.7    68    170
p-methylstyrene    7.09    1630.34    214.55    -34.13    391.85
p-methoxyphenol    7.5936    2038.72    189.743    55.85    484.85
p-hydroxybenzaldehyde    7.96259    2654.79    212.413    117    570.85
p-hydroquinone    8.09136    2463.24    187.741    171.5    548.85
p-fluorotoluene    6.99426    1374.055    217.4    68    155
p-fluorotoluene    7.1726    1484.79    229.351    68    317.33
p-ethyltoluene    6.99802    1527.113    208.921    46    191
p-ethyltoluene    7.04821    1580.26    217.186    -62.32    367
p-ethylthiophenol    7.167    1756.95    198.91    141.123    450.995
p-ethylstyrene    7.06603    1652.17    202.463    93.1525    406.952
p-ethylphenol    7.49026    1904.24    195.127    45.08    443.3
p-dioxane    7.0063    1288.5    211.01    2    137
p-dinitrobenzene    7.626    2196.41    164.021    173.45    529.85
p-dimethylaminobenzaldehyde    7.76756    2740.88    246.031    74.85    558.85
p-diisopropylbenzene    7.03004    1703.4    200.033    -17.07    415.85
p-difluorobenzene    7.08812    1310.27    222.58    34    112
p-difluorobenzene    7.20567    1376.63    229.456    34    282.85
p-diethylbenzene    6.9982    1588.31    201.97    63    214
p-dichlorobenzene    6.998    1575.11    208.52    54    204
p-cymene    7.13238    1671.47    216.013    -67.9    380
p-cumylphenol    7.52176    2371.68    176.035    72.85    560.85
p-cresol    7.0351    1511.08    161.86    97    207
p-cresol    7.45834    1768.27    184.313    34.78    431.5
p-chlorotoluene    7.13594    1605.85    214.891    7.5    386.85
p-chlorophenol    7.88595    2340.65    247.69    42.85    464.85
p-chloronitrobenzene    7.39602    1951.27    190.155    83.5    477.85
p-chlorobenzotrifluoride    7.16969    1548.6    222.073    -36    327.85
p-chloroaniline    7.40172    1957.87    202.57    69.9    480.85
p-bromotoluene    7.3498    1871.14    234.343    26.8    425.85
p-aminodiphenylamine    7.66753    2520.35    172.53    68    593.85
p-aminodiphenyl    7.44251    2227.77    186.514    52.85    543.85
p-aminoazobenzene    7.47943    2420.19    166.437    127.85    603.85
oxazole    7.28388    1352.11    237.583    -84    280.85
oxalic acid    8.20735    2370.64    149.212    189.5    530.85
oleic acid    8.0641    2729.09    166.667    13.38    507.85
octylcyclopentane    7.12421    1827.14    186.873    112    428.91
octylcyclohexane    7.12617    1901.79    184.361    126    450.46
octylbenzene    7.34646    2082.73    201.988    -36    455.85
octylamine    7.54133    1879.97    223.783    -0.4    353.85
octyl-sulfide    5.46123    1421.32    205.81    204    416
octyl-propyl-sulfide    5.9321    1421.32    205.81    155    309
octyl-disulfide    6.9579    1935.6    129    196    383
octyl-alcohol    6.837    1310.62    136.06    70    195
octyl propanoate    6.60773    1312.32    124.12    136.176    404.05
octyl mercaptan    7.26085    1796.44    211.103    -49.2    390.85
octyl formate    7.73249    2151.95    244.747    -39.1    371.85
octyl butanoate    6.85659    1604.05    159.457    138.724    418.65
octyl acetate    6.91213    1517.31    165.081    114.093    389.05
octatriacontylamine    8.73859    4804.26    273.15    405.995    597
octatriacontane    7.16932    2394.7    47.4    273.445    561.863
octanoic acid    7.50163    1856.28    161.821    16.5    418.85
octanenitrile    7.08062    1555.96    165.285    112.392    387.977
octane    6.9094    1349.82    209.385    19    152
octane    7.14462    1498.96    225.874    -56.77    295.68
octanal    12.51168    3977.531    244.532    73    169
octamethylcyclotetrasiloxane    6.90464    1445.51    184.239    17.65    313.35
octafluoropropane    7.20679    959.438    258.535    -147.69    71.9
octafluorocyclopentene    6.19304    681.29    178.69    0    192.08
octafluorocyclobutane    6.8153    862.49    225.15    -32    1
octafluorocyclobutane    7.06892    970.741    237.765    -40.19    115.22
octafluoro-2-butene    6.96659    994.3    246.147    -135    118.85
octadecylcyclopentane    6.94665    2039.99    112.741    260.234    546.545
octadecylcyclohexane    6.85652    2002.83    101.767    153.159    560.782
octadecylbenzene    7.00426    2092.43    107.447    153.968    559.566
octadecylamine    7.60988    2483.32    168.118    211.579    504.25
octadecyl propanoate    8.37742    3600    190    414.95    514.95
octadecyl formate    9.12578    3800    190    368.49    468.49
octadecyl butanoate    5.1023    1100    7.33333    337.632    537.83
octadecyl acetate    7.63532    2600    190    306.85    406.85
octadecanoic acid    7.86912    2572.31    140.468    176.85    525.85
octadecanenitrile    7.31707    2229.94    140.663    278.73    517.568
octadecane    7.0022    1894.3    143.3    172    352
octadecane    7.34072    2172.97    170.513    28.18    472.11
octadecanal    7.49719    2305.85    162.493    192.406    489.16
octacosylcyclopentane    6.14116    1910    105.826    303.689    530
octacosylcyclohexane    6.28535    1700    11.3333    221.122    538
octacosylbenzene    6.31285    1700    11.3333    221.607    534
octacosylamine    5.81377    1400    9.33333    351.623    518
octacosane    7.12084    2211.6    90    207.998    481.642
o,a-dimethylstyrene    7.02362    1567.98    206.282    76.4148    381.796
o-xylene    6.99891    1474.679    213.686    32    172
o-xylene    7.00154    1476.393    213.872    63    145
o-xylene    7.14914    1566.59    222.596    -25.17    357.22
o-toluidine    7.27584    1747.7    197.253    -23.68    421
o-toluic acid    7.58639    2036.9    174.019    103.7    477.85
o-terphenyl    7.42184    2386.78    189.753    56.2    617.8
o-phenylenediamine    7.51273    2028.77    186.147    103.8    507.85
o-nitrotoluene    7.69137    2219.18    238.825    -3.17    446.85
o-nitroanisole    7.55875    2185.16    194.121    10.45    508.85
o-nitroaniline    8.28978    2810.04    234.666    71.5    510.85
o-methylthiophenol    7.23715    1793.05    217.395    70.0833    441.812
o-methylstyrene    6.88461    1485.41    200    75    255
o-methylstyrene    7.17481    1668.05    218.652    -68.57    385.85
o-ethyltoluene    7.00314    1535.374    207.3    48    194
o-ethyltoluene    7.04815    1615.2    222.406    -80.8    378
o-ethylthiophenol    7.16724    1753.58    199.1    140.264    449.5
o-ethylstyrene    7.06735    1635.7    203.415    89.185    399.631
o-ethylphenol    7.407    1816.05    196.712    94.7482    429.85
o-ethylaniline    7.43607    1922.54    212.549    -46.6    430.85
o-dinitrobenzene    7.67129    2326.99    166.904    116.93    557.85
o-difluorobenzene    7.02031    1310.271    222.587    31    130
o-difluorobenzene    7.08993    1298.09    216.889    31    281.31
o-diethylbenzene    6.9878    1576.94    200.51    63    213
o-diethylbenzene    7.04299    1639.33    210.404    -31.22    394.85
o-dichlorobenzene    7.0703    1649.55    213.32    58    210
o-dichlorobenzene    6.97294    1596.2    209.647    -17    431.85
o-cymene    7.11311    1691    221.366    -71.51    388.85
o-cresol    6.9117    1435.5    165.16    97    207
o-cresol    7.36792    1727.17    193.918    31.04    424.4
o-chlorotoluene    7.18144    1645.9    223.563    -36.5    382.85
o-chlorophenol    7.95322    2302.63    279.572    8.85    401.85
o-chloronitrobenzene    7.43046    2007.47    195.387    33    483.85
o-chlorobenzoicacid    7.62541    2162.82    168.849    142    518.85
o-chloroaniline    7.40423    1879.69    206.706    -2.1    448.85
nonylphenol    7.82454    2412.87    180.216    6    483.85
nonylcyclopentane    7.14708    1891.13    181.166    126    443.8
nonylcyclohexane    7.15013    1965.61    178.895    141    464.64
nonylbenzene    7.4709    2224.93    202.677    -24.15    467.85
nonylamine    7.54556    1942.47    214.216    0    374.85
nonyl-sulfide    5.3364    1421.32    205.81    220    452
nonyl-propyl-sulfide    5.81251    1421.32    205.81    166    333
nonyl-disulfide    6.9605    1981.5    117    215    407
nonyl-alcohol    6.6757    1276.63    123.06    90    214
nonyl propanoate    7.22297    1816.06    159.21    156.855    419.95
nonyl mercaptan    7.32205    1896.42    207.201    -20.1    407.85
nonyl formate    6.87363    1502.05    163.618    114.719    396.75
nonyl acetate    5.89477    826.776    64.3161    136.467    405.55
nonyl   butanoate    6.9072    1685.55    156.626    153.784    433.55
nonatriacontylamine    8.74355    4849.36    273.15    404.396    604
nonatriacontane    7.16922    2408.8    43.7    278.891    568.423
nonanoic acid    7.58695    1969.53    162.903    12.4    429.85
nonanenitrile    7.12671    1641.6    162.232    128.338    404.043
nonane    6.9344    1429.46    201.82    39    179
nonane    7.1884    1607.74    222.414    -53.52    322.5
nonanal    7.81505    2036.854    227.486    33    185
nonadecylcyclopentane    6.8985    2045.35    109.086    268.189    556.844
nonadecylcyclohexane    6.74649    1935.45    88.6746    161.174    570.163
nonadecylbenzene    6.89704    2027.16    94.7424    161.956    568.695
nonadecylamine    7.65358    2568.26    168.107    219.601    513.15
nonadecyl propanoate    8.48694    3800    190    437.83    537.83
nonadecyl formate    9.13705    3950    190    391.37    491.37
nonadecyl butanoate    5.09928    1150    7.66667    338.632    560.71
nonadecyl acetate    7.59737    2650    190    321.85    421.85
nonadecanoic acid    7.93765    2717.94    151.478    176.85    536.85
nonadecanenitrile    7.2892    2259.7    138.591    288.638    528.473
nonadecane    7.0153    1932.8    137.6    184    366
nonadecane    7.28529    2171.97    163.227    32.18    482.78
